feature,importance
rs1669778_T_2,0.0006101573069203098
rs55672765_C_2,0.0005983848890030878
rs2361278_T_1,0.0005979186634830157
rs10881263_G_2,0.0005975408219600603
rs6491201_C_2,0.000592520673045853
rs17019820_A_2,0.0005884344504658198
rs169889_A_2,0.0005818998135774455
rs10484326_T_1,0.0005802860202717709
rs616768_G_1,0.0005564499338576971
rs664034_T_2,0.0005546742288890593
rs2109069_G_1,0.0005412294068441216
rs56744128_A_2,0.0005404754452134944
rs2361278_T_2,0.0005340128206033176
rs2228972_G_2,0.0005008911304830987
rs2857476_C_2,0.0004968323805672186
rs56744128_A_1,0.0004819850719590004
rs708686_C_2,0.00047736825565224307
rs2076295_T_1,0.0004771710601915878
rs72762052_C_1,0.00046784954873672387
rs918174_T_1,0.00046627684959254666
rs13183751_G_2,0.0004645547462522914
rs616768_G_0,0.0004451558915542142
rs2726049_A_1,0.0004445748350921349
rs12928193_G_1,0.0004360443497133255
rs41482151_C_2,0.00043353646301800376
rs302837_A_1,0.0003923028642201295
rs10748858_T_0,0.0003782081827098044
rs1479945_C_2,0.0003735372942697608
rs4918072_G_1,0.00037336201189105636
rs756345_G_2,0.0003667728501844703
rs76931164_T_2,0.0003618057147486938
rs56184452_G_1,0.0003560811706365066
rs5743890_T_1,0.0003559547584961137
rs11102362_G_0,0.0003547898946782222
rs4960330_T_2,0.00035475779637388625
rs3778337_G_1,0.0003411042038991018
rs1669778_T_1,0.00033788356785206174
rs4672388_T_1,0.00032774516562329524
rs10518693_C_2,0.0003237856256497039
rs756345_G_1,0.00032358672156281465
rs2353082_C_2,0.00032033410023767165
rs56387623_T_2,0.00030579867125859583
rs16837903_G_2,0.00030442043812421905
rs6970647_T_0,0.0003007712069195612
rs11191865_G_0,0.0002935536325958726
rs4672388_T_2,0.0002925025415239046
rs3130157_G_1,0.00028649696576585896
rs4077759_T_0,0.0002815952418932801
rs3778337_G_0,0.0002644705879233689
rs7952154_C_2,0.00024314057955576124
rs66884960_C_2,0.00023744829953693475
rs11680126_C_1,0.00023719613790440113
rs10776482_A_2,0.00022453538339279767
rs55672765_C_1,0.00021741411508970502
rs10748858_T_1,0.00021479971344138014
rs11264306_A_1,0.00021303402833046107
rs1479945_C_1,0.00021256752828980688
rs699240_T_2,0.00021063117124755818
rs7725218_G_1,0.00019918169346894748
rs4960330_T_0,0.00018724369787673096
rs12713927_G_1,0.0001863628412356539
rs169889_A_1,0.00018385393333011904
rs5743894_T_2,0.00018377395318966037
rs7934606_C_1,0.00017934905967438263
rs10422762_A_1,0.0001749874525122023
rs601878_C_2,0.0001741123415035939
rs11083093_G_1,0.0001625180235503078
rs2109069_G_2,0.00016224010270684478
rs12422371_C_1,0.00015199350342559316
rs56111559_G_1,0.00013793047750036412
rs12422371_C_2,0.00012703776752415682
rs4077759_T_2,0.0001246223612590309
rs7122936_A_0,0.00012271064622544118
rs2375892_T_1,0.00011863641718744996
rs10422762_A_0,0.00011825697821238683
rs12713927_G_2,0.00011644243466343496
rs17690703_C_2,0.00011542182421932336
rs4727443_C_0,0.00011333390221260678
rs11154034_T_2,0.0001115249703300045
rs2609260_T_2,0.0001115161773542628
rs73409602_C_2,0.00010886644486722757
rs11264306_A_2,0.00010747968289855097
rs76931164_T_1,0.00010503673646297679
rs62112917_C_2,0.0001019732559760385
rs699240_T_1,0.00010191872344871781
rs1851741_G_0,0.00010025317247391552
rs7547997_G_1,9.943462223377836e-05
rs3750920_C_0,9.832609265698364e-05
rs1015097_A_2,9.432820730646942e-05
rs1423029_A_0,9.25434750136519e-05
rs2067832_G_0,9.157854789569673e-05
rs12665063_A_2,9.028781875067641e-05
rs7952154_C_1,9.021498913054834e-05
rs12665063_A_1,8.999624302083774e-05
rs2857476_C_1,8.801472196551377e-05
rs6899532_G_1,8.630009209621505e-05
rs2034650_A_0,8.375669520666287e-05
rs6491201_C_1,8.31240928883942e-05
rs12610495_A_2,8.22652582767545e-05
rs17690703_C_1,8.026390735048129e-05
rs302837_A_2,7.977613211382124e-05
rs923077_A_1,7.89319869994595e-05
rs9931202_G_2,7.64025485078363e-05
rs11154034_T_1,7.599127609288751e-05
rs3130157_G_2,7.471211307582027e-05
rs3131520_C_0,7.355293077984178e-05
rs2375892_T_2,7.342622077467983e-05
rs7730878_A_1,7.275818537410566e-05
rs415430_T_2,7.202630003903385e-05
rs28703652_G_2,7.1613521668305e-05
rs79252367_G_2,7.081479654811679e-05
rs10518693_C_0,7.02499231703595e-05
rs2076295_T_2,6.964069782132888e-05
rs2071627_C_1,6.830058544064904e-05
rs10842996_T_0,6.684325882500271e-05
rs7547997_G_2,6.443295618493461e-05
rs2067832_G_1,6.183950397333583e-05
rs9931202_G_1,5.9972959273117566e-05
rs664034_T_1,5.735520248347263e-05
rs56111559_G_2,5.349208501512091e-05
rs12626788_C_2,5.2704359705088614e-05
rs62505367_T_0,5.165781621787831e-05
rs79242376_G_2,5.109478479309968e-05
rs11191865_G_1,5.073751926348471e-05
rs708686_C_1,4.194994392848185e-05
rs616768_G_2,4.1167620297485517e-05
rs2609260_T_1,3.867774819144743e-05
rs11102362_G_2,3.844769280767033e-05
rs9397724_G_1,3.6096645239705885e-05
rs1981997_G_2,3.551011737086902e-05
rs1273431_A_1,0.0
rs1273431_A_0,0.0
rs34625679_T_0,0.0
rs72722911_G_1,0.0
rs9931202_G_0,0.0
rs34625679_T_1,0.0
rs34625679_T_2,0.0
rs12928193_G_0,0.0
rs11264306_A_0,0.0
rs7730878_A_0,0.0
rs1273431_A_2,0.0
rs6499642_C_2,0.0
rs71389435_C_0,0.0
rs71389435_C_1,0.0
rs71389435_C_2,0.0
rs6499642_C_0,0.0
rs16837903_G_1,0.0
rs144948432_A_2,0.0
rs12446021_G_0,0.0
rs16837903_G_0,0.0
rs28703652_G_0,0.0
rs28703652_G_1,0.0
rs55682827_C_0,0.0
rs17019820_A_0,0.0
rs169889_A_0,0.0
rs1422506_G_2,0.0
rs3744761_C_0,0.0
rs12422371_C_0,0.0
rs7725218_G_0,0.0
rs144948432_A_1,0.0
rs114064385_G_2,0.0
rs17372089_A_2,0.0
rs17372089_A_1,0.0
rs17372089_A_0,0.0
rs117750427_A_2,0.0
rs117750427_A_1,0.0
rs117750427_A_0,0.0
rs2736100_A_2,0.0
rs144948432_A_0,0.0
rs6491201_C_0,0.0
rs923077_A_2,0.0
rs72722911_G_0,0.0
rs923077_A_0,0.0
rs325093_T_2,0.0
rs325093_T_1,0.0
rs9577395_C_0,0.0
rs9577395_C_1,0.0
rs9577395_C_2,0.0
rs1278769_G_0,0.0
rs114064385_G_1,0.0
rs114064385_G_0,0.0
rs72722911_G_2,0.0
rs17616659_G_0,0.0
rs146764446_A_2,0.0
rs2609255_T_0,0.0
rs34825924_G_0,0.0
rs699240_T_0,0.0
rs10518693_C_1,0.0
rs2609255_T_1,0.0
rs325093_T_0,0.0
rs2609260_T_0,0.0
rs7547997_G_0,0.0
rs75714781_G_0,0.0
rs1981997_G_0,0.0
rs10881263_G_0,0.0
rs144128391_T_0,0.0
rs57625989_A_0,0.0
rs55993474_A_1,0.0
rs74490361_T_1,0.0
rs74490361_T_0,0.0
rs55993474_A_2,0.0
rs2375892_T_0,0.0
rs12975986_C_0,0.0
rs41482151_C_1,0.0
rs17690703_C_0,0.0
rs41482151_C_0,0.0
rs10422762_A_2,0.0
rs144128391_T_1,0.0
rs144128391_T_2,0.0
rs73008477_C_2,0.0
rs73008477_C_1,0.0
rs73008477_C_0,0.0
rs57625989_A_1,0.0
rs57625989_A_2,0.0
rs55993474_A_0,0.0
rs6532150_G_2,0.0
rs45619034_G_2,0.0
rs45619034_G_1,0.0
rs45619034_G_0,0.0
rs75764565_C_2,0.0
rs75764565_C_1,0.0
rs75764565_C_0,0.0
rs12626788_C_1,0.0
rs12626788_C_0,0.0
rs4811028_G_2,0.0
rs4811028_G_1,0.0
rs4811028_G_0,0.0
rs6532150_G_0,0.0
rs3131520_C_2,0.0
rs601878_C_0,0.0
rs6532150_G_1,0.0
rs148877274_T_0,0.0
rs62112917_C_1,0.0
rs62112917_C_0,0.0
rs151036604_T_0,0.0
rs75291377_G_2,0.0
rs75291377_G_1,0.0
rs75291377_G_0,0.0
rs918174_T_2,0.0
rs151036604_T_1,0.0
rs918174_T_0,0.0
rs73997403_C_2,0.0
rs73997403_C_1,0.0
rs73997403_C_0,0.0
rs415430_T_1,0.0
rs415430_T_0,0.0
rs1981997_G_1,0.0
rs76739551_C_2,0.0
rs151036604_T_2,0.0
rs1422506_G_0,0.0
rs11083093_G_0,0.0
rs11083093_G_2,0.0
rs148877274_T_1,0.0
rs66884960_C_0,0.0
rs708686_C_0,0.0
rs148877274_T_2,0.0
rs145802912_A_0,0.0
rs2109069_G_0,0.0
rs145802912_A_1,0.0
rs12610495_A_1,0.0
rs12610495_A_0,0.0
rs893889_G_2,0.0
rs893889_G_1,0.0
rs893889_G_0,0.0
rs76475316_T_2,0.0
rs76475316_T_1,0.0
rs76475316_T_0,0.0
rs145802912_A_2,0.0
rs66884960_C_1,0.0
rs78288787_C_0,0.0
rs2577254_T_2,0.0
rs76739551_C_1,0.0
rs1923802_T_2,0.0
rs1923802_T_0,0.0
rs56387623_T_0,0.0
rs10484326_T_0,0.0
rs56744128_A_0,0.0
rs10869195_A_2,0.0
rs10869195_A_1,0.0
rs10869195_A_0,0.0
rs62530710_G_2,0.0
rs62530710_G_1,0.0
rs62530710_G_0,0.0
rs10976897_G_2,0.0
rs10976897_G_1,0.0
rs10976897_G_0,0.0
rs74987898_C_2,0.0
rs74987898_C_1,0.0
rs1923802_T_1,0.0
rs6899532_G_2,0.0
rs10776482_A_0,0.0
rs1488496_C_2,0.0
rs13183751_G_1,0.0
rs55672765_C_0,0.0
rs1669778_T_0,0.0
rs6899532_G_0,0.0
rs1189320_G_0,0.0
rs61829240_G_2,0.0
rs61829240_G_1,0.0
rs61829240_G_0,0.0
rs13299670_C_2,0.0
rs13299670_C_1,0.0
rs13299670_C_0,0.0
rs1488496_C_0,0.0
rs1488496_C_1,0.0
rs7041597_T_0,0.0
rs1851741_G_2,0.0
rs74987898_C_0,0.0
rs2361278_T_0,0.0
rs34547036_C_0,0.0
rs148106529_G_1,0.0
rs4680134_C_0,0.0
rs12665063_A_0,0.0
rs35677769_G_2,0.0
rs35677769_G_1,0.0
rs35677769_G_0,0.0
rs9397724_G_2,0.0
rs9397724_G_0,0.0
rs79242376_G_1,0.0
rs79242376_G_0,0.0
rs3130157_G_0,0.0
rs76931164_T_0,0.0
rs56184452_G_0,0.0
rs56184452_G_2,0.0
rs1015097_A_0,0.0
rs75714781_G_2,0.0
rs148106529_G_2,0.0
rs148106529_G_0,0.0
rs68170294_G_0,0.0
rs6970647_T_2,0.0
rs10484326_T_2,0.0
rs3887876_C_1,0.0
rs3887876_C_0,0.0
rs79252367_G_0,0.0
rs79252367_G_1,0.0
rs4727443_C_1,0.0
rs76160568_A_2,0.0
rs1479945_C_0,0.0
rs2353082_C_0,0.0
rs34262641_A_2,0.0
rs34262641_A_1,0.0
rs34262641_A_0,0.0
rs2726049_A_2,0.0
rs76160568_A_1,0.0
rs76160568_A_0,0.0
rs13183751_G_0,0.0
rs34547036_C_1,0.0
rs76739551_C_0,0.0
rs73409602_C_1,0.0
rs61867586_C_2,0.0
rs61867586_C_1,0.0
rs61867586_C_0,0.0
rs77998999_A_1,0.0
rs7122936_A_1,0.0
rs77144736_C_1,0.0
rs77998999_A_2,0.0
rs77144736_C_2,0.0
rs5743890_T_0,0.0
rs62354543_A_0,0.0
rs5743894_T_1,0.0
rs5743894_T_0,0.0
rs3750920_C_2,0.0
rs3750920_C_1,0.0
rs62354543_A_1,0.0
rs73409602_C_0,0.0
rs77144736_C_0,0.0
rs6736148_C_0,0.0
rs74760554_C_0,0.0
rs117427783_T_2,0.0
rs117427783_T_1,0.0
rs117427783_T_0,0.0
rs75714781_G_1,0.0
rs10783497_A_1,0.0
rs10783497_A_0,0.0
rs12710674_C_0,0.0
rs12710674_C_1,0.0
rs12710674_C_2,0.0
rs77998999_A_0,0.0
rs12275748_C_2,0.0
rs12275748_C_1,0.0
rs12275748_C_0,0.0
rs74760554_C_2,0.0
rs74760554_C_1,0.0
rs3829223_C_2,0.0
rs3829223_C_0,0.0
rs34547036_C_2,0.0
rs116575227_A_2,0.0
rs7942850_T_0,0.0
rs17007563_C_0,0.0
rs469942_C_0,0.0
rs17007563_C_1,0.0
rs17007563_C_2,0.0
rs10886437_C_0,0.0
rs12713927_G_0,0.0
rs146764446_A_0,0.0
rs4918072_G_0,0.0
rs2228972_G_0,0.0
rs12658068_G_0,0.0
rs12658068_G_1,0.0
rs11680126_C_0,0.0
rs12658068_G_2,0.0
rs56111559_G_0,0.0
rs1123573_A_0,0.0
rs7934606_C_0,0.0
rs62354543_A_2,0.0
rs116575227_A_1,0.0
rs72755986_C_0,0.0
rs2857476_C_0,0.0
rs6736148_C_1,0.0
rs6736148_C_2,0.0
rs35705950.1_G_0,0.0
rs34425120_G_2,0.0
rs34425120_G_1,0.0
rs34425120_G_0,0.0
rs72755986_C_1,0.0
rs72755986_C_2,0.0
rs756345_G_0,0.0
rs72762052_C_0,0.0
rs4672388_T_0,0.0
rs146764446_A_1,0.0
rs116575227_A_0,0.0
rs7952154_C_0,0.0
