target_name,model,feature,top20_split_count,mean_rank_when_top20,max_mean_abs_shap,fraction_splits_top20
FILD or FILA ADJUDICATED,combined,rs3131520_C_2,7,10.714285714285714,0.12695301777199616,0.23333333333333334
FILD or FILA ADJUDICATED,combined,rs325093_T_2,1,6.0,0.0902693904401461,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs34425120_G_1,1,20.0,0.04737440864960477,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs34547036_C_1,5,9.0,0.1824142955492296,0.16666666666666666
FILD or FILA ADJUDICATED,combined,rs34547036_C_2,9,10.11111111111111,0.1924677800361365,0.3
FILD or FILA ADJUDICATED,combined,rs34825924_G_1,3,10.0,0.09074216019518841,0.1
FILD or FILA ADJUDICATED,combined,rs34825924_G_2,5,10.6,0.13860021892032845,0.16666666666666666
FILD or FILA ADJUDICATED,combined,rs35677769_G_2,1,17.0,0.09236901825438285,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs35705950.1_G_1,10,10.1,0.12433474203115946,0.3333333333333333
FILD or FILA ADJUDICATED,combined,rs35705950.1_G_2,28,4.464285714285714,0.36409423254885637,0.9333333333333333
FILD or FILA ADJUDICATED,combined,rs3744761_C_2,1,11.0,0.14839714850138722,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs3750920_C_2,3,8.0,0.08704353694238644,0.1
FILD or FILA ADJUDICATED,combined,rs3778337_G_1,1,2.0,0.1264675658050429,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs3778337_G_2,6,11.166666666666666,0.22184688850807513,0.2
FILD or FILA ADJUDICATED,combined,rs3829223_C_0,3,18.666666666666668,0.0552509591451909,0.1
FILD or FILA ADJUDICATED,combined,rs3829223_C_1,1,8.0,0.1157393803262684,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs3829223_C_2,1,13.0,0.04233806977197501,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs4077759_T_0,1,12.0,0.027088719387151745,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs4077759_T_1,4,16.25,0.060012176169586325,0.13333333333333333
FILD or FILA ADJUDICATED,combined,rs4077759_T_2,5,12.0,0.19433543248221052,0.16666666666666666
FILD or FILA ADJUDICATED,combined,rs41482151_C_1,1,18.0,0.033123726810473486,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs4680134_C_1,2,8.0,0.1489766030212538,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs4680134_C_2,3,12.0,0.09634997507797541,0.1
FILD or FILA ADJUDICATED,combined,rs469942_C_0,1,3.0,0.10561073448602441,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs469942_C_1,1,12.0,0.086468165913771,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs469942_C_2,2,13.0,0.06289649665539102,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs4727443_C_0,3,10.333333333333334,0.1236921621506886,0.1
FILD or FILA ADJUDICATED,combined,rs4727443_C_1,3,14.333333333333334,0.10530592413165063,0.1
FILD or FILA ADJUDICATED,combined,rs4727443_C_2,1,14.0,0.03362267561069621,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs4811028_G_1,1,8.0,0.11220426131923683,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs4811028_G_2,2,6.0,0.21325054008472996,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs4960330_T_2,2,3.5,0.16984091112509694,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs55672765_C_1,3,9.0,0.10541500166434885,0.1
FILD or FILA ADJUDICATED,combined,rs55672765_C_2,2,10.5,0.08079891810324108,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs55682827_C_1,1,5.0,0.049606671097020216,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs55682827_C_2,1,10.0,0.04691135261555829,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs56111559_G_2,2,9.0,0.07399731300427963,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs56184452_G_1,1,19.0,0.05044156854896309,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs56387623_T_1,1,16.0,0.03717667777973618,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs56387623_T_2,1,9.0,0.05881499132844746,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs56744128_A_1,1,11.0,0.048770621843364344,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs56744128_A_2,3,15.0,0.08368138913932925,0.1
FILD or FILA ADJUDICATED,combined,rs5743890_T_1,2,4.0,0.09669330280555773,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs5743890_T_2,6,5.5,0.1731427593648267,0.2
FILD or FILA ADJUDICATED,combined,rs5743894_T_1,1,6.0,0.044584387366865146,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs601878_C_1,3,13.333333333333334,0.07241175884050667,0.1
FILD or FILA ADJUDICATED,combined,rs616768_G_0,1,19.0,0.05220346781540031,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs616768_G_1,2,10.5,0.11412817639313798,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs616768_G_2,3,15.666666666666666,0.07502178755956491,0.1
FILD or FILA ADJUDICATED,combined,rs62112917_C_1,1,12.0,0.021742933237379847,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs62112917_C_2,3,11.666666666666666,0.06467701741047814,0.1
FILD or FILA ADJUDICATED,combined,rs62505367_T_0,1,18.0,0.03832807564660403,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs62505367_T_1,1,16.0,0.037856120582609044,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs62530710_G_1,1,11.0,0.08162656952879674,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs62530710_G_2,3,12.333333333333334,0.07807606086179446,0.1
FILD or FILA ADJUDICATED,combined,rs6491201_C_0,1,12.0,0.07430142926107414,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs6491201_C_1,4,9.25,0.14408223349525787,0.13333333333333333
FILD or FILA ADJUDICATED,combined,rs6499642_C_2,1,15.0,0.060879090678382465,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs664034_T_0,1,17.0,0.08454424177923142,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs66884960_C_1,1,19.0,0.030709813393959878,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs66884960_C_2,1,15.0,0.05339002409606193,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs6899532_G_1,3,16.0,0.07196341163193949,0.1
FILD or FILA ADJUDICATED,combined,rs6970647_T_1,1,15.0,0.03323688358949313,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs6970647_T_2,1,7.0,0.19895787261811096,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs699240_T_0,10,10.1,0.14962016195567884,0.3333333333333333
FILD or FILA ADJUDICATED,combined,rs699240_T_1,8,9.0,0.2374336796949825,0.26666666666666666
FILD or FILA ADJUDICATED,combined,rs7041597_T_0,1,5.0,0.13199333509355024,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs7041597_T_1,3,11.333333333333334,0.11521967053304037,0.1
FILD or FILA ADJUDICATED,combined,rs7041597_T_2,2,9.0,0.08087422127676196,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs708686_C_1,2,10.0,0.10029674278854211,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs708686_C_2,1,18.0,0.05655778286688588,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs7122936_A_1,1,19.0,0.03267609006533932,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs7122936_A_2,1,20.0,0.032357697928943115,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs72722911_G_1,3,17.666666666666668,0.05400309139048159,0.1
FILD or FILA ADJUDICATED,combined,rs72762052_C_1,2,13.5,0.08532073053765331,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs73997403_C_1,2,8.5,0.1254566841879874,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs73997403_C_2,1,16.0,0.08880549854303593,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs74490361_T_2,1,17.0,0.03666456270623538,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs7547997_G_0,1,15.0,0.041675346308159424,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs7547997_G_2,5,13.8,0.10906420176713948,0.16666666666666666
FILD or FILA ADJUDICATED,combined,rs756345_G_1,1,20.0,0.033581434208752294,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs76160568_A_2,1,17.0,0.040258290899864095,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs7725218_G_0,1,15.0,0.04171420561984786,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs7725218_G_1,1,20.0,0.05107303612882666,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs7725218_G_2,3,10.666666666666666,0.17758911407641054,0.1
FILD or FILA ADJUDICATED,combined,rs7730878_A_1,2,12.5,0.07175724172069937,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs7730878_A_2,2,6.5,0.12522741076941146,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs79242376_G_1,1,10.0,0.0788325895234141,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs79252367_G_1,4,12.5,0.05636740447908979,0.13333333333333333
FILD or FILA ADJUDICATED,combined,rs79252367_G_2,5,16.8,0.08125264222849195,0.16666666666666666
FILD or FILA ADJUDICATED,combined,rs7934606_C_0,4,13.5,0.09483649458487832,0.13333333333333333
FILD or FILA ADJUDICATED,combined,rs7934606_C_2,2,9.5,0.10356640936937021,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs7942850_T_0,2,8.0,0.11459470361704126,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs7942850_T_1,1,12.0,0.09952412481236048,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs918174_T_0,1,14.0,0.056886530769810845,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs918174_T_1,2,12.0,0.05109838583595361,0.06666666666666667
FILD or FILA ADJUDICATED,combined,rs918174_T_2,1,13.0,0.06507127601487209,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs923077_A_1,1,11.0,0.057554589740711926,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs923077_A_2,1,9.0,0.12186284822081658,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs9577395_C_2,1,9.0,0.08149781940582934,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs9931202_G_0,1,19.0,0.03398690914346328,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs9931202_G_1,1,3.0,0.19376792749057492,0.03333333333333333
FILD or FILA ADJUDICATED,combined,rs9931202_G_2,2,12.0,0.08498998350227809,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs1015097_A_0,3,17.666666666666668,0.18745584411242155,0.1
FILD or FILA ADJUDICATED,genomic,rs1015097_A_2,1,20.0,0.07419742162850623,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs10422762_A_1,1,13.0,0.05445039405000514,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs10422762_A_2,1,19.0,0.09678391510166216,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs10484326_T_0,1,7.0,0.04803009784873926,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs10484326_T_1,2,12.0,0.13832589276807067,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs10518693_C_2,2,10.0,0.16377867293435636,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs10748858_T_0,2,16.0,0.07731383878721867,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs10748858_T_2,1,9.0,0.14058438363414036,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs10776482_A_0,10,11.7,0.15984738379823052,0.3333333333333333
FILD or FILA ADJUDICATED,genomic,rs10776482_A_1,3,17.333333333333332,0.23061051645804226,0.1
FILD or FILA ADJUDICATED,genomic,rs10776482_A_2,2,9.0,0.5042894979118988,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs10783497_A_0,2,17.5,0.0798718757020177,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs10783497_A_2,1,14.0,0.1012131066982766,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs10842996_T_0,1,15.0,0.13883725363675622,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs10842996_T_1,2,9.0,0.17472546227120878,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs10842996_T_2,1,18.0,0.048013144038903645,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs10881263_G_1,3,7.333333333333333,0.1190080326724866,0.1
FILD or FILA ADJUDICATED,genomic,rs10886437_C_2,1,2.0,0.18213461323452504,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs10976897_G_2,1,19.0,0.01920905666415534,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs11102362_G_1,1,18.0,0.14551255318224662,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs11102362_G_2,1,20.0,0.046728596470301545,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs11154034_T_0,2,12.5,0.10993562093840661,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs11154034_T_2,4,5.0,0.3461795614766372,0.13333333333333333
FILD or FILA ADJUDICATED,genomic,rs11191865_G_2,1,14.0,0.0823323447958541,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs1123573_A_0,12,8.833333333333334,0.3010484018909474,0.4
FILD or FILA ADJUDICATED,genomic,rs1123573_A_1,2,19.0,0.17822743218540232,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs1123573_A_2,1,6.0,0.1556531059931625,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs11264306_A_0,5,6.4,0.2742243548514843,0.16666666666666666
FILD or FILA ADJUDICATED,genomic,rs11264306_A_1,1,4.0,0.3372834937951619,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs11680126_C_2,2,14.0,0.1503594353528943,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs12275748_C_2,2,12.5,0.10465713165671084,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs12422371_C_1,1,9.0,0.1208060650921877,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs12422371_C_2,2,10.0,0.17841585868934678,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs12446021_G_1,4,8.5,0.20881243945698774,0.13333333333333333
FILD or FILA ADJUDICATED,genomic,rs12446021_G_2,5,13.0,0.20879060810577763,0.16666666666666666
FILD or FILA ADJUDICATED,genomic,rs12713927_G_0,1,9.0,0.1775609401090071,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs12713927_G_1,1,3.0,0.339518922850386,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs12713927_G_2,1,13.0,0.18865228261170072,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs1278769_G_1,1,8.0,0.08662365045284359,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs1278769_G_2,3,5.0,0.2783671738134636,0.1
FILD or FILA ADJUDICATED,genomic,rs12928193_G_1,1,12.0,0.09734777620027038,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs12928193_G_2,1,11.0,0.12500008868062265,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs12975986_C_2,2,11.0,0.24634414121608014,0.06666666666666667
FILD or FILA ADJUDICATED,genomic,rs13183751_G_0,1,11.0,0.16788916643483948,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs13183751_G_1,10,10.2,0.2857334705952395,0.3333333333333333
FILD or FILA ADJUDICATED,genomic,rs1422506_G_0,3,11.666666666666666,0.09715435434082183,0.1
FILD or FILA ADJUDICATED,genomic,rs1422506_G_1,1,4.0,0.18729167300987806,0.03333333333333333
FILD or FILA ADJUDICATED,genomic,rs1422506_G_2,6,7.333333333333333,0.23366209375501465,0.2
