target_name,model,feature,n_splits,mean_importance,median_importance,max_importance,empirical_q025,empirical_q975,bootstrap_mean_ci_low,bootstrap_mean_ci_high,bootstrap_max_ci_low,bootstrap_max_ci_high
FILD or FILA ADJUDICATED,genomic,rs17019820_A_2,30,0.02195313944706213,0.012784807861256374,0.12069311749785055,0.0,0.1083954838012318,0.012767733986347882,0.03313609588975428,0.05807026203426679,0.12069311749785055
FILD or FILA ADJUDICATED,genomic,rs2577254_T_0,30,0.019984907817383442,0.013171791429213991,0.08991766465456522,0.0,0.08698031696037341,0.012779401253979215,0.029038552485383368,0.04588220886878797,0.08991766465456522
FILD or FILA ADJUDICATED,genomic,rs2577254_T_1,30,0.01648916544419281,0.010695187653269225,0.06955239531819156,0.0,0.06122654193846824,0.010838923204142823,0.023320003290423125,0.04028178852337718,0.06955239531819156
FILD or FILA ADJUDICATED,genomic,rs2577254_T_2,30,0.01835509640457803,0.009602331974098263,0.1192528414801883,0.0,0.0975086387641775,0.010282928859397276,0.028630834235497594,0.04045935732436607,0.1192528414801883
FILD or FILA ADJUDICATED,genomic,rs12710674_C_0,30,3.7329635988449365e-05,0.0,0.0011198890796534809,0.0,0.00030796949690470565,0.0,0.00011198890796534809,0.0,0.0011198890796534809
FILD or FILA ADJUDICATED,genomic,rs12710674_C_1,30,0.01884730678195725,0.003913592791112294,0.11455097373049951,0.0,0.09898190355701841,0.0085190047514712,0.03087724294322636,0.054590446615739086,0.11455097373049951
FILD or FILA ADJUDICATED,genomic,rs12710674_C_2,30,0.008173520974437428,0.0029882836498137857,0.04141879440686125,0.0,0.033348285362982566,0.005061124458711548,0.011736460855743692,0.01890051656097013,0.04141879440686125
FILD or FILA ADJUDICATED,genomic,rs77998999_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs77998999_A_1,30,0.004187453126848667,0.0007117286729675597,0.060647263973405405,0.0,0.028775920600193815,0.001380479199605199,0.00882714738756784,0.006400369919518077,0.060647263973405405
FILD or FILA ADJUDICATED,genomic,rs77998999_A_2,30,0.004221569546563429,0.00042406333348181114,0.024196454328013785,0.0,0.018951169369396503,0.002155699118934335,0.006538958925472225,0.013624881750636276,0.024196454328013785
FILD or FILA ADJUDICATED,genomic,rs6736148_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs6736148_C_1,30,0.006963251162750902,0.002676769064632695,0.042866145280326826,0.0,0.04023330833674817,0.0035542095763427786,0.011068608420919506,0.021602179976697528,0.042866145280326826
FILD or FILA ADJUDICATED,genomic,rs6736148_C_2,30,0.018321973388053782,0.007617294980213103,0.093017814160251,0.0,0.08504546725620753,0.010204885250856471,0.027872577536256406,0.059685865768607176,0.093017814160251
FILD or FILA ADJUDICATED,genomic,rs4672388_T_0,30,0.002979197257294861,0.00013928552195870237,0.02162940469473369,0.0,0.015478081406286013,0.0014643369940172432,0.004980977160287574,0.008005921676548487,0.02162940469473369
FILD or FILA ADJUDICATED,genomic,rs4672388_T_1,30,0.018895168219795953,0.006062106241573599,0.1595500118631871,0.0,0.1080567235760206,0.008560758023396975,0.032381904041392955,0.05761246114659474,0.1595500118631871
FILD or FILA ADJUDICATED,genomic,rs4672388_T_2,30,0.014485166126351524,0.0060031753846714565,0.07465600767244154,0.0,0.06282390874710755,0.008350656112968384,0.02138531871116642,0.02754851247720738,0.07465600767244154
FILD or FILA ADJUDICATED,genomic,rs1123573_A_0,30,0.07131070010357671,0.055800463851189544,0.3010484018909474,0.0,0.25340201618022695,0.04866139712374344,0.09812623605866548,0.14447704157401217,0.3010484018909474
FILD or FILA ADJUDICATED,genomic,rs1123573_A_1,30,0.021912834905400937,0.012748322537272191,0.17822743218540232,0.0,0.09768917145313857,0.011959243964981948,0.03565459469185754,0.04534649011532438,0.17822743218540232
FILD or FILA ADJUDICATED,genomic,rs1123573_A_2,30,0.04252804773010373,0.017020152461678238,0.1774637096430551,0.0,0.16165102199688294,0.02567427110641672,0.061312825828431276,0.12155561276945082,0.1774637096430551
FILD or FILA ADJUDICATED,genomic,rs17007563_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs17007563_C_1,30,0.004627928250917757,0.0013563953776367396,0.02285726543690457,0.0,0.022794344205307113,0.002518650156931578,0.00692281499160793,0.013540022984386415,0.02285726543690457
FILD or FILA ADJUDICATED,genomic,rs17007563_C_2,30,0.005624727002681342,0.0010888745152653058,0.039094475603971675,0.0,0.03259375064779199,0.002812772206022883,0.009332312617744195,0.016833275126018527,0.039094475603971675
FILD or FILA ADJUDICATED,genomic,rs12713927_G_0,30,0.020354677872236816,0.004006162677372585,0.1775609401090071,0.0,0.09728094475214107,0.009495969914446071,0.03375805205503646,0.047627951789490953,0.1775609401090071
FILD or FILA ADJUDICATED,genomic,rs12713927_G_1,30,0.02906655604138917,0.013397691758819885,0.339518922850386,0.0,0.18070036821284852,0.01223525404939654,0.056862777661309115,0.046737179033573786,0.339518922850386
FILD or FILA ADJUDICATED,genomic,rs12713927_G_2,30,0.02788100908046155,0.010892962709591645,0.18865228261170072,0.0,0.1470665085957899,0.013315949662774806,0.04441152552280271,0.07059698524107966,0.18865228261170072
FILD or FILA ADJUDICATED,genomic,rs11680126_C_0,30,0.0046019189661733835,0.0,0.03598670007585876,0.0,0.029490033962018592,0.00181089644345472,0.008123881061503196,0.013626830369895876,0.03598670007585876
FILD or FILA ADJUDICATED,genomic,rs11680126_C_1,30,0.01437458456694412,0.013233470158956871,0.060475428929152975,0.0,0.05772914506034954,0.00934185535632105,0.020934330129015584,0.027735511251476688,0.060475428929152975
FILD or FILA ADJUDICATED,genomic,rs11680126_C_2,30,0.025661745858422503,0.014296675723702038,0.1503594353528943,0.0,0.10887026261625973,0.015321449657408743,0.03783751545680432,0.062050289575857606,0.1503594353528943
FILD or FILA ADJUDICATED,genomic,rs1669778_T_0,30,0.002034682943458458,0.0,0.033363330455388786,0.0,0.026873252773090675,2.3448577788066022e-05,0.004765325516643311,0.0003940103046919288,0.033363330455388786
FILD or FILA ADJUDICATED,genomic,rs1669778_T_1,30,0.022544219413760606,0.014088971764772064,0.1514942806240573,0.0,0.1040192672605854,0.012639894645075358,0.03435289240602618,0.042888633361771004,0.1514942806240573
FILD or FILA ADJUDICATED,genomic,rs1669778_T_2,30,0.021496579580722226,0.012057593788632045,0.12624429187198338,0.0,0.07976676961598403,0.013817346341424602,0.03168054978921272,0.051885517731539973,0.12624429187198338
FILD or FILA ADJUDICATED,genomic,rs1488496_C_0,30,7.54128336968468e-05,0.0,0.0009955888119083719,0.0,0.0007671026074981735,8.603191393050397e-06,0.00017120449364614693,0.0002580957417915119,0.0009955888119083719
FILD or FILA ADJUDICATED,genomic,rs1488496_C_1,30,0.016294295240755555,0.009364686801351944,0.061183043111048815,0.0,0.05846015581969904,0.01035025292039416,0.022997888148156436,0.04481534713460241,0.061183043111048815
FILD or FILA ADJUDICATED,genomic,rs1488496_C_2,30,0.016524856276040008,0.01169386734559006,0.08619624655053756,0.0,0.06643456282708132,0.010511503631489338,0.024216335280656663,0.0373473660668675,0.08619624655053756
FILD or FILA ADJUDICATED,genomic,rs56387623_T_0,30,0.001130934674363912,0.0,0.00498451476141048,0.0,0.004784601470121241,0.0005715144256331111,0.0016948538060158412,0.003924151074315365,0.00498451476141048
FILD or FILA ADJUDICATED,genomic,rs56387623_T_1,30,0.02168660340757468,0.015608915200435083,0.11224056096060464,0.0,0.07088342284858525,0.013047860747980781,0.030818163972651077,0.053467850052666695,0.11224056096060464
FILD or FILA ADJUDICATED,genomic,rs56387623_T_2,30,0.017867101638929312,0.005724665917431555,0.12080558913980655,0.0,0.11963125850044755,0.0074832908589971,0.030050176683051343,0.0428372223105651,0.12080558913980655
FILD or FILA ADJUDICATED,genomic,rs2361278_T_0,30,0.006468304094790671,0.0005508136677205707,0.048128053774151136,0.0,0.040776859265729305,0.0023866891773760696,0.011142766703722834,0.02144551655189026,0.048128053774151136
FILD or FILA ADJUDICATED,genomic,rs2361278_T_1,30,0.022298261732918635,0.014659339532956952,0.14245847436074163,0.0,0.08456384793387997,0.013052810844677964,0.033937913287755174,0.05157229841254529,0.14245847436074163
FILD or FILA ADJUDICATED,genomic,rs2361278_T_2,30,0.017667957330171825,0.008041471583800903,0.13431540986864282,0.0,0.08536401497305372,0.009764551918240027,0.02823261556045982,0.041036676821900916,0.13431540986864282
FILD or FILA ADJUDICATED,genomic,rs79252367_G_0,30,0.0006499038685784486,0.0,0.017038142314315517,0.0,0.005556811138211768,1.5593529528622087e-05,0.001863326231268781,0.00030885240696755214,0.017038142314315517
FILD or FILA ADJUDICATED,genomic,rs79252367_G_1,30,0.042382419753703826,0.028226270091700763,0.19521263674545095,0.0,0.189978504229415,0.024273805557551893,0.06332162276604135,0.10073336783042551,0.19521263674545095
FILD or FILA ADJUDICATED,genomic,rs79252367_G_2,30,0.05956862337581627,0.03687486687910298,0.20142396845683985,0.0,0.177868960250487,0.03961871766832776,0.07892535388182477,0.14549442512281485,0.20142396845683985
FILD or FILA ADJUDICATED,genomic,rs1479945_C_0,30,0.009047403220359603,0.0020526800441078583,0.05631847568979205,0.0,0.04212044648194584,0.004528185064097578,0.01427610204338013,0.026429636797268313,0.05631847568979205
FILD or FILA ADJUDICATED,genomic,rs1479945_C_1,30,0.02872625393346801,0.014706442559012893,0.17529364358144914,0.0,0.15605956649915959,0.015932098270465933,0.04470398743844099,0.06601155608143949,0.17529364358144914
FILD or FILA ADJUDICATED,genomic,rs1479945_C_2,30,0.02876769804323073,0.01848912025227846,0.17420031570484665,0.0,0.15271855503902826,0.01613110503323625,0.04328056473011568,0.05087036291981243,0.17420031570484665
FILD or FILA ADJUDICATED,genomic,rs1015097_A_0,30,0.039606075337633946,0.020552285397111313,0.18745584411242155,0.0,0.1577258858203076,0.02505440539694494,0.05698740447084247,0.09665863098909085,0.18745584411242155
FILD or FILA ADJUDICATED,genomic,rs1015097_A_1,30,0.014783056727521598,0.00834842420694611,0.06303174721070949,0.0,0.05462127650973036,0.00871602022964696,0.021480184973346864,0.04155217102696452,0.06303174721070949
FILD or FILA ADJUDICATED,genomic,rs1015097_A_2,30,0.024346024714254386,0.008403651120253677,0.11094472186969527,0.0,0.09631713351425594,0.01518574880167712,0.036437112600447276,0.055979123120182966,0.11094472186969527
FILD or FILA ADJUDICATED,genomic,rs4680134_C_0,30,0.008734459710180154,0.003498752982071388,0.047761678420327656,0.0,0.038753572587617795,0.00485551859774099,0.013433251131802812,0.029047713838483584,0.047761678420327656
FILD or FILA ADJUDICATED,genomic,rs4680134_C_1,30,0.03235569532597728,0.01354248488953421,0.22006058790909086,0.0,0.15516751748673605,0.017036316872576524,0.05255386028561606,0.09062273256676456,0.22006058790909086
FILD or FILA ADJUDICATED,genomic,rs4680134_C_2,30,0.025062194872875507,0.0068880481804972984,0.16533023225390273,0.0,0.15542820548520547,0.011395669816690955,0.04201616210398399,0.0783116846898817,0.16533023225390273
FILD or FILA ADJUDICATED,genomic,rs76160568_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs76160568_A_1,30,0.002483235915164382,0.0,0.0172732824132899,0.0,0.013313680817830676,0.0010618777555411107,0.004092946996043877,0.006395716498022573,0.0172732824132899
FILD or FILA ADJUDICATED,genomic,rs76160568_A_2,30,0.01734944755752139,0.004965759656040439,0.125061490522522,0.0,0.11698286530423775,0.007968537364916655,0.030093189252725874,0.04266998897992364,0.125061490522522
FILD or FILA ADJUDICATED,genomic,rs10776482_A_0,30,0.056167970375566006,0.05534717224770815,0.15984738379823052,0.0,0.1400172813029885,0.03940993139309061,0.07424594212494334,0.1224580177189875,0.15984738379823052
FILD or FILA ADJUDICATED,genomic,rs10776482_A_1,30,0.03390492636319495,0.019498472240245056,0.23061051645804226,0.0,0.13976250434927134,0.019042479220408373,0.052617260776697546,0.07640557548815366,0.23061051645804226
FILD or FILA ADJUDICATED,genomic,rs10776482_A_2,30,0.03354876964683468,0.008590877895091139,0.5042894979118988,0.0,0.30866298190294716,0.008282395825052401,0.07481514109300534,0.025373996199495534,0.5042894979118988
FILD or FILA ADJUDICATED,genomic,rs56111559_G_0,30,0.006350924859072761,0.0,0.06637171977126867,0.0,0.04037945733885022,0.0019946391609282316,0.012100062482930177,0.01963913780154548,0.06637171977126867
FILD or FILA ADJUDICATED,genomic,rs56111559_G_1,30,0.026745118461648825,0.012902203337088657,0.2236991087586609,0.0,0.11586732467408917,0.013968900988153109,0.04334681672000877,0.06312168130393148,0.2236991087586609
FILD or FILA ADJUDICATED,genomic,rs56111559_G_2,30,0.031507830303589904,0.012735396973651513,0.2010145252119685,0.0,0.15840958323883203,0.015991560900885448,0.04843522507234275,0.10079248668075047,0.2010145252119685
FILD or FILA ADJUDICATED,genomic,rs146764446_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs146764446_A_1,30,0.003289977754913524,0.0,0.05131446049987099,0.0,0.024037035665822215,0.000878728353195827,0.007079618292437252,0.0057570155217424104,0.05131446049987099
FILD or FILA ADJUDICATED,genomic,rs146764446_A_2,30,0.001950640290234969,0.0,0.021892075090578767,0.0,0.014428766022741069,0.0006218819801023089,0.0036498162184094834,0.004917022931315048,0.021892075090578767
FILD or FILA ADJUDICATED,genomic,rs2609255_T_0,30,0.011455102816124467,0.004390364225539849,0.09673609112355937,0.0,0.059459114900467354,0.005815527462843061,0.018803960823559267,0.032534732444443416,0.09673609112355937
FILD or FILA ADJUDICATED,genomic,rs2609255_T_1,30,0.023566250341303017,0.006758209388523285,0.12224077037262263,0.0,0.12027959614637149,0.012679533237997965,0.0369792172125084,0.059029861328997825,0.12224077037262263
FILD or FILA ADJUDICATED,genomic,rs2609255_T_2,30,0.01964059910411302,0.0046333770650795235,0.26033144746156556,0.0,0.17358412441788917,0.005360002793670448,0.04005868116228615,0.026273134940934455,0.26033144746156556
FILD or FILA ADJUDICATED,genomic,rs2609260_T_0,30,0.012538872439679567,0.0008216395048123693,0.10984053748632792,0.0,0.10786722485386896,0.003881256921412075,0.022749372438030963,0.035533037864720125,0.10984053748632792
FILD or FILA ADJUDICATED,genomic,rs2609260_T_1,30,0.022285145815168328,0.01482192280211011,0.13890707680902345,0.0,0.08463509581035589,0.012953173203681287,0.03241858765591989,0.04775360971120362,0.13890707680902345
FILD or FILA ADJUDICATED,genomic,rs2609260_T_2,30,0.01442015143140238,0.006324464505440756,0.08142584257461669,0.0,0.059773273695366225,0.007762487924501157,0.021784576621788492,0.040588982755489625,0.08142584257461669
FILD or FILA ADJUDICATED,genomic,rs756345_G_0,30,0.02814572563260421,0.009176603314897417,0.239741948655557,0.0,0.16002830935655135,0.013705692720473837,0.04910613644613154,0.10563474574224413,0.239741948655557
FILD or FILA ADJUDICATED,genomic,rs756345_G_1,30,0.03121130013988806,0.014509322565370155,0.21035963439223468,0.0,0.12018929167689267,0.017602867651841766,0.04721412784810883,0.08257812283376675,0.21035963439223468
FILD or FILA ADJUDICATED,genomic,rs756345_G_2,30,0.03857580182204563,0.019553931893500836,0.1815378146517026,0.0,0.15231762697546344,0.0225728863843676,0.05652239194794128,0.11745878276809651,0.1815378146517026
FILD or FILA ADJUDICATED,genomic,rs6532150_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs6532150_G_1,30,0.013423754271032866,0.006227078607164723,0.08711005055417863,0.0,0.06229199828953923,0.0076679223785693735,0.02130861224419978,0.03356873120327137,0.08711005055417863
FILD or FILA ADJUDICATED,genomic,rs6532150_G_2,30,0.006293679790414247,0.0014090728600447276,0.03980932850066459,0.0,0.039459924902488175,0.0027145264935515088,0.010616747113709323,0.026584595889631843,0.03980932850066459
FILD or FILA ADJUDICATED,genomic,rs144128391_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs144128391_T_1,30,0.0052087338301096955,0.0,0.034764544225896574,0.0,0.024942666354180187,0.0022604764046313818,0.008490823342705412,0.017928847393373738,0.034764544225896574
FILD or FILA ADJUDICATED,genomic,rs144128391_T_2,30,0.011037232192190893,0.0035939079316769894,0.07801860203109628,0.0,0.05439252701544969,0.005792364656117535,0.01733859733869693,0.030924439869744854,0.07801860203109628
FILD or FILA ADJUDICATED,genomic,rs148877274_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs148877274_T_1,30,0.0017258128606919907,0.0,0.032342793292747835,0.0,0.01241598419349409,0.00034651187269374293,0.004024467121076043,0.0037659902374197027,0.032342793292747835
FILD or FILA ADJUDICATED,genomic,rs148877274_T_2,30,0.0008623593235463593,0.0,0.008114809271802755,0.0,0.007694319919331224,0.0001905611696697445,0.0016919676330124464,0.0032925909271654466,0.008114809271802755
FILD or FILA ADJUDICATED,genomic,rs145802912_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs145802912_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs145802912_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs151036604_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs151036604_T_1,30,0.001957867472542961,0.0,0.018807869421302737,0.0,0.01339350499958029,0.0006293471404765684,0.0038218211160645733,0.006787990847345358,0.018807869421302737
FILD or FILA ADJUDICATED,genomic,rs151036604_T_2,30,0.005049878902523933,0.0,0.04900588555577693,0.0,0.03672399521271621,0.0015681839580302366,0.009594837513223563,0.01759482186548203,0.04900588555577693
FILD or FILA ADJUDICATED,genomic,rs1422506_G_0,30,0.02254558136374196,0.012566834068967293,0.09715435434082183,0.0,0.08445324783087872,0.013234216164691965,0.03334487260954089,0.0702350198466213,0.09715435434082183
FILD or FILA ADJUDICATED,genomic,rs1422506_G_1,30,0.030111420480051033,0.016633596386121573,0.18729167300987806,0.0,0.11922199125632159,0.01804508014348943,0.04405810326577721,0.06712606834903902,0.18729167300987806
FILD or FILA ADJUDICATED,genomic,rs1422506_G_2,30,0.04853584994967465,0.028349803401590528,0.23366209375501465,0.0,0.21951995156197623,0.029225737987513833,0.07151841355089439,0.1133342344899806,0.23366209375501465
FILD or FILA ADJUDICATED,genomic,rs34625679_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,genomic,rs34625679_T_1,30,0.0030240611444312545,0.00018043305814822395,0.016687602714289648,0.0,0.013629563067046086,0.0014862966480830818,0.004625522505443012,0.009459883033339597,0.016687602714289648
FILD or FILA ADJUDICATED,genomic,rs34625679_T_2,30,0.012028132250822785,0.0,0.13373646118700555,0.0,0.09042651573862644,0.003627799546094855,0.023524932325886417,0.0254525455906047,0.13373646118700555
FILD or FILA ADJUDICATED,genomic,rs7730878_A_0,30,0.011500071025000527,0.005542923417620299,0.06600969182662769,0.0,0.054136211733120554,0.006243549068184208,0.01778293709865187,0.023659676395336365,0.06600969182662769
FILD or FILA ADJUDICATED,genomic,rs7730878_A_1,30,0.027453979376036504,0.013427486171448517,0.10158804544691274,0.0,0.08742536900428548,0.017977344835187006,0.03813216985779764,0.06804263140494086,0.10158804544691274
FILD or FILA ADJUDICATED,genomic,rs7730878_A_2,30,0.05501486758490551,0.02809987348515087,0.27550329631228,0.0,0.26397479420053277,0.032927262382699364,0.0814375682156207,0.11385216282396353,0.27550329631228
FILD or FILA ADJUDICATED,genomic,rs7725218_G_0,30,0.023512016420653446,0.007453178734745326,0.2148949394341921,0.0,0.16639321028836032,0.009309022249205942,0.04276415004049842,0.042896985780498775,0.2148949394341921
