target_name,feature,n_splits,nonzero_fraction,mean_coef,median_coef,mean_abs_coef,max_abs_coef,positive_fraction,negative_fraction,sign_consistency
FILD or FILA ADJUDICATED,rs10783497_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10842996_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10842996_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10842996_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10869195_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10869195_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10869195_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10881263_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10881263_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10881263_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10886437_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10886437_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10886437_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10976897_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10976897_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs10976897_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11083093_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11083093_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11083093_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11102362_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11102362_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11102362_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11154034_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11154034_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11154034_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11191865_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11191865_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11191865_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1123573_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1123573_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1123573_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11264306_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11264306_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11264306_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs114064385_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs114064385_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs114064385_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs116575227_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs116575227_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs116575227_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11680126_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11680126_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs11680126_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs117427783_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs117427783_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs117427783_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs117750427_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs117750427_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1189320_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1189320_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1189320_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12275748_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12275748_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12275748_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12422371_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12422371_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12422371_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12446021_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12446021_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12446021_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12610495_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12610495_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12610495_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12626788_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12626788_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12626788_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12658068_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12658068_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12658068_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12665063_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12665063_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12665063_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12710674_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12710674_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12710674_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12713927_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12713927_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12713927_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1273431_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1273431_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1273431_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1278769_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1278769_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1278769_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12928193_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12928193_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12928193_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12975986_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12975986_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs12975986_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs13183751_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs13183751_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs13183751_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs13299670_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs13299670_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs13299670_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1422506_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1422506_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1422506_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1423029_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1423029_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1423029_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs144128391_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs144128391_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs144128391_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs144948432_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs144948432_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs144948432_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs145802912_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs145802912_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs145802912_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs146764446_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs146764446_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs146764446_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1479945_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1479945_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1479945_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs148106529_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs148106529_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs148106529_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1488496_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1488496_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1488496_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs148877274_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs148877274_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs148877274_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1496725_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1496725_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1496725_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs151036604_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs151036604_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs151036604_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1669778_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1669778_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1669778_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs16837903_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs16837903_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs16837903_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs169889_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs169889_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs169889_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17007563_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17007563_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17007563_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17019820_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17019820_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17019820_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17372089_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17372089_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17372089_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17616659_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17616659_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17616659_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17690703_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17690703_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs17690703_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1851741_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1851741_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1851741_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1923802_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1923802_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1923802_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1981997_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1981997_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs1981997_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2034650_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2034650_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2034650_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2067832_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2067832_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2067832_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2071627_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2071627_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2071627_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2076295_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2076295_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2076295_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2109069_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2109069_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2109069_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2228972_G_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2228972_G_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2228972_G_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2353082_C_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2353082_C_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2353082_C_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2361278_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2361278_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2361278_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2375892_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2375892_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2375892_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2577254_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2577254_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2577254_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2609255_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2609255_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2609255_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2609260_T_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2609260_T_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2609260_T_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2726049_A_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2726049_A_1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILD or FILA ADJUDICATED,rs2726049_A_2,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
