target_name,model,feature,top20_split_count,mean_rank_when_top20,max_mean_abs_shap,fraction_splits_top20
FILD or FILA ADJUDICATED,combined,rs3778337_G_2,1,12.0,0.04289121316955952,0.1
FILD or FILA ADJUDICATED,combined,rs3887876_C_1,2,10.0,0.11463795394910897,0.2
FILD or FILA ADJUDICATED,combined,rs4077759_T_2,4,7.5,0.09250721881116906,0.4
FILD or FILA ADJUDICATED,combined,rs4680134_C_1,3,11.333333333333334,0.18573900252088155,0.3
FILD or FILA ADJUDICATED,combined,rs55672765_C_1,1,4.0,0.10128399195005688,0.1
FILD or FILA ADJUDICATED,combined,rs55672765_C_2,1,15.0,0.058426738918697124,0.1
FILD or FILA ADJUDICATED,combined,rs5743890_T_1,2,15.0,0.045299527031330486,0.2
FILD or FILA ADJUDICATED,combined,rs5743890_T_2,2,7.0,0.047117180171214516,0.2
FILD or FILA ADJUDICATED,combined,rs62112917_C_1,1,18.0,0.03798067919443441,0.1
FILD or FILA ADJUDICATED,combined,rs6491201_C_1,2,15.0,0.07655316299677271,0.2
FILD or FILA ADJUDICATED,combined,rs6532150_G_1,1,11.0,0.08266317776479189,0.1
FILD or FILA ADJUDICATED,combined,rs6970647_T_2,1,6.0,0.08407358726847589,0.1
FILD or FILA ADJUDICATED,combined,rs699240_T_1,1,2.0,0.1283367026009492,0.1
FILD or FILA ADJUDICATED,combined,rs7041597_T_1,1,9.0,0.061786624134886614,0.1
FILD or FILA ADJUDICATED,combined,rs7547997_G_2,3,9.333333333333334,0.14568332278095775,0.3
FILD or FILA ADJUDICATED,combined,rs76475316_T_1,1,15.0,0.04716241866868484,0.1
FILD or FILA ADJUDICATED,combined,rs79242376_G_2,1,18.0,0.038453154569809266,0.1
FILD or FILA ADJUDICATED,combined,rs7942850_T_1,3,8.333333333333334,0.11915904064805205,0.3
FILD or FILA ADJUDICATED,combined,rs893889_G_2,1,19.0,0.04166767237196957,0.1
FILD or FILA ADJUDICATED,combined,rs9931202_G_0,1,12.0,0.04643233758966951,0.1
FILD or FILA ADJUDICATED,genomic,16-67856240-A-G_A_1,2,12.5,0.3450187234313491,0.2
FILD or FILA ADJUDICATED,genomic,JHU_1.14589126_C_0,1,9.0,0.11305242161678648,0.1
FILD or FILA ADJUDICATED,genomic,JHU_1.150870628_G_0,2,8.0,0.20390007910722205,0.2
FILD or FILA ADJUDICATED,genomic,JHU_1.158818206_T_1,1,19.0,0.10003592208496881,0.1
FILD or FILA ADJUDICATED,genomic,JHU_1.186924725_C_2,1,4.0,0.20370190047280806,0.1
FILD or FILA ADJUDICATED,genomic,JHU_1.22343297_C_1,1,20.0,0.06355303646568981,0.1
FILD or FILA ADJUDICATED,genomic,JHU_1.242238027_T_1,1,9.0,0.05953785260750901,0.1
FILD or FILA ADJUDICATED,genomic,JHU_10.27434228_A_2,1,10.0,0.2820058629528243,0.1
FILD or FILA ADJUDICATED,genomic,JHU_10.72702459_G_1,4,8.25,0.4212529593670287,0.4
FILD or FILA ADJUDICATED,genomic,JHU_10.72702459_G_2,1,7.0,0.04838071705118451,0.1
FILD or FILA ADJUDICATED,genomic,JHU_11.112651769_T_1,1,11.0,0.27162633738113123,0.1
FILD or FILA ADJUDICATED,genomic,JHU_11.1242507_A_1,1,14.0,0.047146446919012396,0.1
FILD or FILA ADJUDICATED,genomic,JHU_11.1641030_A_1,2,9.5,0.14356633680384012,0.2
FILD or FILA ADJUDICATED,genomic,JHU_11.1641030_A_2,1,8.0,0.07134555566795178,0.1
FILD or FILA ADJUDICATED,genomic,JHU_12.13539765_C_0,1,18.0,0.03613184721621336,0.1
FILD or FILA ADJUDICATED,genomic,JHU_12.13539765_C_2,1,15.0,0.046280332187293036,0.1
FILD or FILA ADJUDICATED,genomic,JHU_15.41057506_C_2,1,12.0,0.051226997947728024,0.1
FILD or FILA ADJUDICATED,genomic,JHU_15.49242623_A_2,1,12.0,0.11526514015978583,0.1
FILD or FILA ADJUDICATED,genomic,JHU_15.80539621_A_0,1,17.0,0.0722905798664626,0.1
FILD or FILA ADJUDICATED,genomic,JHU_15.85827144_A_0,1,17.0,0.03685699922913903,0.1
FILD or FILA ADJUDICATED,genomic,JHU_15.94663430_A_0,1,12.0,0.04702071164210627,0.1
FILD or FILA ADJUDICATED,genomic,JHU_15.94663430_A_2,1,16.0,0.04351188834597174,0.1
FILD or FILA ADJUDICATED,genomic,JHU_16.50375840_A_1,1,16.0,0.0378302450514416,0.1
FILD or FILA ADJUDICATED,genomic,JHU_16.79024090_A_1,2,11.0,0.08508116800008039,0.2
FILD or FILA ADJUDICATED,genomic,JHU_16.79024090_A_2,1,20.0,0.21388855221335873,0.1
FILD or FILA ADJUDICATED,genomic,JHU_16.79119977_A_1,1,4.0,0.36393661877491124,0.1
FILD or FILA ADJUDICATED,genomic,JHU_17.17325862_T_2,1,10.0,0.09340373084374937,0.1
FILD or FILA ADJUDICATED,genomic,JHU_17.42643726_G_1,1,18.0,0.07832536386771559,0.1
FILD or FILA ADJUDICATED,genomic,JHU_17.43758381_T_2,2,3.5,0.11015756288674639,0.2
FILD or FILA ADJUDICATED,genomic,JHU_17.43809843_C_0,1,20.0,0.07035390479414194,0.1
FILD or FILA ADJUDICATED,genomic,JHU_17.44907250_T_2,2,3.5,0.2459260648864731,0.2
FILD or FILA ADJUDICATED,genomic,JHU_18.40231832_G_2,1,1.0,0.16616095789502425,0.1
FILD or FILA ADJUDICATED,genomic,JHU_19.53696810_A_0,1,14.0,0.0454221679450354,0.1
FILD or FILA ADJUDICATED,genomic,JHU_19.53696810_A_1,1,11.0,0.04888913550252715,0.1
FILD or FILA ADJUDICATED,genomic,JHU_19.545152_C_1,1,6.0,0.3090657077003599,0.1
FILD or FILA ADJUDICATED,genomic,JHU_2.111912714_G_2,1,7.0,0.060541350847775385,0.1
FILD or FILA ADJUDICATED,genomic,JHU_2.113852747_C_1,3,4.666666666666667,0.24603807140075706,0.3
FILD or FILA ADJUDICATED,genomic,JHU_2.113852747_C_2,1,18.0,0.03591121850579431,0.1
FILD or FILA ADJUDICATED,genomic,JHU_2.11739414_G_2,1,13.0,0.04948125294071572,0.1
FILD or FILA ADJUDICATED,genomic,JHU_2.175197825_A_1,1,12.0,0.26127564949404164,0.1
FILD or FILA ADJUDICATED,genomic,JHU_2.230081608_T_0,1,11.0,0.04533008440562662,0.1
FILD or FILA ADJUDICATED,genomic,JHU_2.230081608_T_2,2,16.5,0.04050656113668813,0.2
FILD or FILA ADJUDICATED,genomic,JHU_2.83601233_T_2,1,7.0,0.1641760041668828,0.1
FILD or FILA ADJUDICATED,genomic,JHU_20.10372945_A_1,1,16.0,0.07886779983249731,0.1
FILD or FILA ADJUDICATED,genomic,JHU_20.62439541_A_1,1,18.0,0.10149522203318459,0.1
FILD or FILA ADJUDICATED,genomic,JHU_21.19723007_A_2,6,9.833333333333334,0.14916125481548012,0.6
FILD or FILA ADJUDICATED,genomic,JHU_21.34864390_G_1,1,5.0,0.08634772896071514,0.1
FILD or FILA ADJUDICATED,genomic,JHU_21.43340823_T_2,1,16.0,0.07371907578816332,0.1
FILD or FILA ADJUDICATED,genomic,JHU_3.10518914_T_2,1,2.0,0.07469002132770874,0.1
FILD or FILA ADJUDICATED,genomic,JHU_3.43776742_C_2,1,3.0,0.12239862216021975,0.1
FILD or FILA ADJUDICATED,genomic,JHU_3.77509291_C_0,1,19.0,0.040587752322597086,0.1
FILD or FILA ADJUDICATED,genomic,JHU_3.77509291_C_1,1,10.0,0.0589748175785057,0.1
FILD or FILA ADJUDICATED,genomic,JHU_3.77509291_C_2,2,10.5,0.10611005799711547,0.2
FILD or FILA ADJUDICATED,genomic,JHU_4.101012239_G_1,1,13.0,0.04620616527368921,0.1
FILD or FILA ADJUDICATED,genomic,JHU_4.3267073_T_1,1,16.0,0.03879644038865323,0.1
FILD or FILA ADJUDICATED,genomic,JHU_4.57046696_A_2,1,7.0,0.09045835844754294,0.1
FILD or FILA ADJUDICATED,genomic,JHU_4.71205476_A_2,2,15.5,0.07919329659884387,0.2
FILD or FILA ADJUDICATED,genomic,JHU_4.88516116_T_0,1,5.0,0.07014124114228469,0.1
FILD or FILA ADJUDICATED,genomic,JHU_4.90042326_A_1,1,12.0,0.04875959322314474,0.1
FILD or FILA ADJUDICATED,genomic,JHU_5.1298644_G_2,1,17.0,0.042186415378396014,0.1
FILD or FILA ADJUDICATED,genomic,JHU_6.158667056_T_1,1,14.0,0.10621349032117051,0.1
FILD or FILA ADJUDICATED,genomic,JHU_6.158667056_T_2,1,8.0,0.1079803448672177,0.1
FILD or FILA ADJUDICATED,genomic,JHU_6.32742058_C_0,1,13.0,0.052426602419101215,0.1
FILD or FILA ADJUDICATED,genomic,JHU_6.32742058_C_1,1,9.0,0.05281581096667893,0.1
FILD or FILA ADJUDICATED,genomic,JHU_6.3579664_C_0,1,13.0,0.042208116774185775,0.1
FILD or FILA ADJUDICATED,genomic,JHU_6.3579664_C_2,1,16.0,0.07311541167724497,0.1
FILD or FILA ADJUDICATED,genomic,JHU_6.38173439_G_2,1,11.0,0.06381873224998968,0.1
FILD or FILA ADJUDICATED,genomic,JHU_6.7555853_G_1,1,17.0,0.04262753983256871,0.1
FILD or FILA ADJUDICATED,genomic,JHU_6.7555853_G_2,1,17.0,0.04155245444196031,0.1
FILD or FILA ADJUDICATED,genomic,JHU_7.158046568_A_1,2,4.5,0.3736192743195837,0.2
FILD or FILA ADJUDICATED,genomic,JHU_7.36122695_C_1,1,18.0,0.041969902054043544,0.1
FILD or FILA ADJUDICATED,genomic,JHU_7.36122695_C_2,1,19.0,0.03274501857743217,0.1
FILD or FILA ADJUDICATED,genomic,JHU_7.38202969_G_1,2,9.0,0.23086103409521205,0.2
FILD or FILA ADJUDICATED,genomic,JHU_7.38202969_G_2,1,3.0,0.19932715821390531,0.1
FILD or FILA ADJUDICATED,genomic,JHU_7.78912470_C_2,1,5.0,0.17574236688012312,0.1
FILD or FILA ADJUDICATED,genomic,rs1015097_A_0,2,9.5,0.13082126566155738,0.2
FILD or FILA ADJUDICATED,genomic,rs10422762_A_0,1,15.0,0.03827571620858242,0.1
FILD or FILA ADJUDICATED,genomic,rs10422762_A_1,1,14.0,0.04889481972623842,0.1
FILD or FILA ADJUDICATED,genomic,rs10422762_A_2,1,20.0,0.03449944874494985,0.1
FILD or FILA ADJUDICATED,genomic,rs10748858_T_0,1,6.0,0.0804141297623694,0.1
FILD or FILA ADJUDICATED,genomic,rs10776482_A_0,3,12.0,0.14152989761788648,0.3
FILD or FILA ADJUDICATED,genomic,rs11154034_T_2,2,11.0,0.08766975059484468,0.2
FILD or FILA ADJUDICATED,genomic,rs1123573_A_0,2,6.0,0.13129996317812054,0.2
FILD or FILA ADJUDICATED,genomic,rs11264306_A_0,1,11.0,0.09047040059478874,0.1
FILD or FILA ADJUDICATED,genomic,rs11264306_A_1,1,16.0,0.10471563525125566,0.1
FILD or FILA ADJUDICATED,genomic,rs116575227_A_2,1,19.0,0.06496586317676224,0.1
FILD or FILA ADJUDICATED,genomic,rs1189320_G_0,1,20.0,0.0647537000584998,0.1
FILD or FILA ADJUDICATED,genomic,rs12422371_C_1,1,1.0,0.149207614218897,0.1
FILD or FILA ADJUDICATED,genomic,rs12446021_G_1,3,9.333333333333334,0.12996973305464865,0.3
FILD or FILA ADJUDICATED,genomic,rs12610495_A_2,3,13.0,0.11674487521758659,0.3
FILD or FILA ADJUDICATED,genomic,rs12710674_C_1,1,4.0,0.16093667029936226,0.1
FILD or FILA ADJUDICATED,genomic,rs12713927_G_1,1,7.0,0.3062198411268317,0.1
FILD or FILA ADJUDICATED,genomic,rs12713927_G_2,1,13.0,0.2556022400522423,0.1
FILD or FILA ADJUDICATED,genomic,rs12975986_C_1,1,18.0,0.0661441285566954,0.1
FILD or FILA ADJUDICATED,genomic,rs13183751_G_0,1,15.0,0.07898540625144021,0.1
FILD or FILA ADJUDICATED,genomic,rs13183751_G_1,1,18.0,0.04071296704083734,0.1
FILD or FILA ADJUDICATED,genomic,rs1422506_G_2,2,14.5,0.2247259714235246,0.2
FILD or FILA ADJUDICATED,genomic,rs1423029_A_0,1,5.0,0.12432413265680604,0.1
FILD or FILA ADJUDICATED,genomic,rs1423029_A_1,1,15.0,0.0400185599284042,0.1
FILD or FILA ADJUDICATED,genomic,rs1488496_C_1,1,17.0,0.036057805533899215,0.1
FILD or FILA ADJUDICATED,genomic,rs1669778_T_2,1,15.0,0.04535776675995646,0.1
FILD or FILA ADJUDICATED,genomic,rs16837903_G_1,1,18.0,0.06567204857410594,0.1
FILD or FILA ADJUDICATED,genomic,rs16837903_G_2,1,14.0,0.08150192407416419,0.1
FILD or FILA ADJUDICATED,genomic,rs169889_A_0,1,16.0,0.22709163892175815,0.1
FILD or FILA ADJUDICATED,genomic,rs169889_A_2,1,14.0,0.2479385415377426,0.1
FILD or FILA ADJUDICATED,genomic,rs17372089_A_2,1,9.0,0.10721738924648,0.1
FILD or FILA ADJUDICATED,genomic,rs17690703_C_0,2,8.0,0.13302032414941473,0.2
FILD or FILA ADJUDICATED,genomic,rs1851741_G_1,2,6.5,0.11530715428249974,0.2
FILD or FILA ADJUDICATED,genomic,rs2071627_C_0,1,14.0,0.07938253333006685,0.1
FILD or FILA ADJUDICATED,genomic,rs2375892_T_2,1,19.0,0.21423905236787866,0.1
FILD or FILA ADJUDICATED,genomic,rs2726049_A_0,1,10.0,0.1298191190578935,0.1
FILD or FILA ADJUDICATED,genomic,rs2726049_A_1,1,2.0,0.5458720207102415,0.1
FILD or FILA ADJUDICATED,genomic,rs2726049_A_2,1,20.0,0.03926043302503468,0.1
FILD or FILA ADJUDICATED,genomic,rs2736100_A_1,1,6.0,0.18666817668000657,0.1
FILD or FILA ADJUDICATED,genomic,rs28703652_G_2,1,6.0,0.11039286696430806,0.1
FILD or FILA ADJUDICATED,genomic,rs302837_A_1,2,7.5,0.24114974986139978,0.2
FILD or FILA ADJUDICATED,genomic,rs3130157_G_1,1,8.0,0.06746329854373236,0.1
FILD or FILA ADJUDICATED,genomic,rs3131520_C_1,2,7.0,0.2906403120820761,0.2
FILD or FILA ADJUDICATED,genomic,rs3131520_C_2,2,7.0,0.17898515160270623,0.2
FILD or FILA ADJUDICATED,genomic,rs325093_T_1,1,2.0,0.11723632211940499,0.1
FILD or FILA ADJUDICATED,genomic,rs34547036_C_1,1,1.0,0.3162896293288642,0.1
FILD or FILA ADJUDICATED,genomic,rs34547036_C_2,1,4.0,0.11320710280978277,0.1
FILD or FILA ADJUDICATED,genomic,rs34825924_G_2,1,8.0,0.06460494813729376,0.1
FILD or FILA ADJUDICATED,genomic,rs35677769_G_2,1,9.0,0.2902805721832454,0.1
FILD or FILA ADJUDICATED,genomic,rs35705950.1_G_1,3,6.0,0.262421735555337,0.3
FILD or FILA ADJUDICATED,genomic,rs35705950.1_G_2,7,2.0,0.9047155085545995,0.7
FILD or FILA ADJUDICATED,genomic,rs3750920_C_1,1,11.0,0.09205599685931307,0.1
FILD or FILA ADJUDICATED,genomic,rs4077759_T_0,1,15.0,0.043602820388903014,0.1
FILD or FILA ADJUDICATED,genomic,rs4077759_T_2,2,7.5,0.10748745957997115,0.2
FILD or FILA ADJUDICATED,genomic,rs41482151_C_1,1,18.0,0.21806155587608925,0.1
FILD or FILA ADJUDICATED,genomic,rs4672388_T_2,1,19.0,0.06592336780639305,0.1
FILD or FILA ADJUDICATED,genomic,rs4680134_C_1,1,2.0,0.09822880779728022,0.1
FILD or FILA ADJUDICATED,genomic,rs4727443_C_0,2,15.0,0.04704266723253367,0.2
FILD or FILA ADJUDICATED,genomic,rs4960330_T_2,1,12.0,0.08579640333279961,0.1
FILD or FILA ADJUDICATED,genomic,rs55672765_C_1,4,7.0,0.21336222913542138,0.4
FILD or FILA ADJUDICATED,genomic,rs55672765_C_2,1,7.0,0.07062585629864365,0.1
FILD or FILA ADJUDICATED,genomic,rs56387623_T_2,1,6.0,0.07170223024239768,0.1
FILD or FILA ADJUDICATED,genomic,rs56744128_A_1,1,12.0,0.04486838726561494,0.1
FILD or FILA ADJUDICATED,genomic,rs5743890_T_1,1,12.0,0.08878008155625262,0.1
FILD or FILA ADJUDICATED,genomic,rs6532150_G_2,1,6.0,0.15408614909636817,0.1
FILD or FILA ADJUDICATED,genomic,rs699240_T_0,1,17.0,0.0787268653188065,0.1
FILD or FILA ADJUDICATED,genomic,rs708686_C_2,1,4.0,0.09768861390488802,0.1
FILD or FILA ADJUDICATED,genomic,rs7122936_A_1,1,3.0,0.08901459828620346,0.1
FILD or FILA ADJUDICATED,genomic,rs73409602_C_1,1,11.0,0.12413594489564221,0.1
FILD or FILA ADJUDICATED,genomic,rs7547997_G_0,1,9.0,0.06660052592064783,0.1
FILD or FILA ADJUDICATED,genomic,rs7547997_G_2,2,15.0,0.06561853918208763,0.2
